,NOC,Year,Sport,isHoster,Bronze,Gold,No medal,Silver
573,ARG,1992,Fencing,0,0,0,4,0
574,ARG,1992,Gymnastics,0,0,0,12,0
575,ARG,1992,Hockey,0,0,0,1,0
576,ARG,1992,Judo,0,0,0,9,0
577,ARG,1992,Rowing,0,0,0,3,0
578,ARG,1992,Sailing,0,0,0,5,0
579,ARG,1992,Shooting,0,0,0,7,0
580,ARG,1992,Swimming,0,0,0,6,0
581,ARG,1992,Table Tennis,0,0,0,2,0
582,ARG,1992,Tennis,0,1,0,3,0
583,ARG,1992,Weightlifting,0,0,0,1,0
584,ARG,1992,Wrestling,0,0,0,2,0
585,ARG,1996,Athletics,0,0,0,9,0
586,ARG,1996,Basketball,0,0,0,1,0
587,ARG,1996,Beach Volleyball,0,0,0,1,0
588,ARG,1996,Boxing,0,1,0,4,0
589,ARG,1996,Canoeing,0,0,0,4,0
590,ARG,1996,Cycling,0,0,0,10,0
591,ARG,1996,Equestrianism,0,0,0,4,0
592,ARG,1996,Fencing,0,0,0,4,0
593,ARG,1996,Football,0,0,0,0,1
594,ARG,1996,Gymnastics,0,0,0,12,0
595,ARG,1996,Hockey,0,0,0,2,0
596,ARG,1996,Judo,0,0,0,8,0
597,ARG,1996,Rowing,0,0,0,9,0
598,ARG,1996,Sailing,0,0,0,6,1
599,ARG,1996,Shooting,0,0,0,10,0
600,ARG,1996,Swimming,0,0,0,16,0
601,ARG,1996,Tennis,0,0,0,4,0
602,ARG,1996,Volleyball,0,0,0,1,0
603,ARG,1996,Weightlifting,0,0,0,2,0
604,ARG,1996,Wrestling,0,0,0,2,0
605,ARG,2000,Athletics,0,0,0,11,0
606,ARG,2000,Beach Volleyball,0,0,0,1,0
607,ARG,2000,Boxing,0,0,0,7,0
608,ARG,2000,Canoeing,0,0,0,4,0
609,ARG,2000,Cycling,0,0,0,8,0
610,ARG,2000,Diving,0,0,0,1,0
611,ARG,2000,Equestrianism,0,0,0,2,0
612,ARG,2000,Fencing,0,0,0,4,0
613,ARG,2000,Gymnastics,0,0,0,5,0
614,ARG,2000,Hockey,0,0,0,1,1
615,ARG,2000,Judo,0,0,0,9,0
616,ARG,2000,Rowing,0,0,0,5,0
617,ARG,2000,Sailing,0,2,0,4,1
618,ARG,2000,Shooting,0,0,0,11,0
619,ARG,2000,Swimming,0,0,0,18,0
620,ARG,2000,Table Tennis,0,0,0,2,0
621,ARG,2000,Taekwondo,0,0,0,2,0
622,ARG,2000,Tennis,0,0,0,4,0
623,ARG,2000,Triathlon,0,0,0,1,0
624,ARG,2000,Volleyball,0,0,0,1,0
625,ARG,2000,Weightlifting,0,0,0,2,0
626,ARG,2004,Athletics,0,0,0,8,0
627,ARG,2004,Basketball,0,0,1,0,0
628,ARG,2004,Beach Volleyball,0,0,0,1,0
629,ARG,2004,Boxing,0,0,0,1,0
630,ARG,2004,Canoeing,0,0,0,4,0
631,ARG,2004,Cycling,0,0,0,5,0
632,ARG,2004,Equestrianism,0,0,0,3,0
633,ARG,2004,Fencing,0,0,0,2,0
634,ARG,2004,Football,0,0,1,0,0
635,ARG,2004,Gymnastics,0,0,0,5,0
636,ARG,2004,Hockey,0,1,0,1,0
637,ARG,2004,Judo,0,0,0,9,0
638,ARG,2004,Rowing,0,0,0,4,0
639,ARG,2004,Sailing,0,1,0,7,0
640,ARG,2004,Shooting,0,0,0,8,0
641,ARG,2004,Swimming,0,1,0,17,0
642,ARG,2004,Table Tennis,0,0,0,2,0
643,ARG,2004,Taekwondo,0,0,0,2,0
644,ARG,2004,Tennis,0,1,0,3,0
645,ARG,2004,Triathlon,0,0,0,2,0
646,ARG,2004,Volleyball,0,0,0,1,0
647,ARG,2004,Weightlifting,0,0,0,2,0
648,ARG,2008,Athletics,0,0,0,11,0
649,ARG,2008,Basketball,0,1,0,0,0
650,ARG,2008,Beach Volleyball,0,0,0,1,0
651,ARG,2008,Boxing,0,0,0,1,0
652,ARG,2008,Canoeing,0,0,0,4,0
653,ARG,2008,Cycling,0,0,1,8,0
654,ARG,2008,Equestrianism,0,0,0,2,0
655,ARG,2008,Fencing,0,0,0,2,0
656,ARG,2008,Football,0,0,1,1,0
657,ARG,2008,Hockey,0,1,0,0,0
658,ARG,2008,Judo,0,1,0,8,0
659,ARG,2008,Rowing,0,0,0,2,0
660,ARG,2008,Sailing,0,1,0,6,0
661,ARG,2008,Shooting,0,0,0,1,0
662,ARG,2008,Swimming,0,0,0,16,0
663,ARG,2008,Table Tennis,0,0,0,1,0
664,ARG,2008,Taekwondo,0,0,0,1,0
665,ARG,2008,Tennis,0,0,0,4,0
666,ARG,2008,Weightlifting,0,0,0,1,0
667,ARG,2012,Athletics,0,0,0,10,0
668,ARG,2012,Basketball,0,0,0,1,0
669,ARG,2012,Beach Volleyball,0,0,0,1,0
670,ARG,2012,Boxing,0,0,0,2,0
671,ARG,2012,Canoeing,0,0,0,4,0
672,ARG,2012,Cycling,0,0,0,6,0
673,ARG,2012,Equestrianism,0,0,0,2,0
674,ARG,2012,Fencing,0,0,0,2,0
675,ARG,2012,Gymnastics,0,0,0,6,0
676,ARG,2012,Handball,0,0,0,1,0
677,ARG,2012,Hockey,0,0,0,1,1
678,ARG,2012,Judo,0,0,0,4,0
679,ARG,2012,Rowing,0,0,0,6,0
680,ARG,2012,Sailing,0,1,0,5,0
681,ARG,2012,Shooting,0,0,0,3,0
682,ARG,2012,Swimming,0,0,0,7,0
683,ARG,2012,Synchronized Swimming,0,0,0,1,0
684,ARG,2012,Table Tennis,0,0,0,1,0
685,ARG,2012,Taekwondo,0,0,1,1,0
686,ARG,2012,Tennis,0,1,0,4,0
687,ARG,2012,Triathlon,0,0,0,1,0
688,ARG,2012,Volleyball,0,0,0,1,0
689,ARG,2012,Wrestling,0,0,0,2,0
690,ARG,2016,Athletics,0,0,0,9,0
691,ARG,2016,Basketball,0,0,0,1,0
692,ARG,2016,Beach Volleyball,0,0,0,1,0
693,ARG,2016,Boxing,0,0,0,6,0
694,ARG,2016,Canoeing,0,0,0,9,0
695,ARG,2016,Cycling,0,0,0,7,0
696,ARG,2016,Equestrianism,0,0,0,3,0
697,ARG,2016,Fencing,0,0,0,2,0
698,ARG,2016,Football,0,0,0,1,0
699,ARG,2016,Golf,0,0,0,1,0
700,ARG,2016,Gymnastics,0,0,0,5,0
701,ARG,2016,Handball,0,0,0,2,0
702,ARG,2016,Hockey,0,0,1,1,0
703,ARG,2016,Judo,0,0,1,1,0
704,ARG,2016,Modern Pentathlon,0,0,0,2,0
705,ARG,2016,Rowing,0,0,0,2,0
706,ARG,2016,Rugby Sevens,0,0,0,1,0
707,ARG,2016,Sailing,0,0,1,8,0
708,ARG,2016,Shooting,0,0,0,8,0
709,ARG,2016,Swimming,0,0,0,10,0
710,ARG,2016,Synchronized Swimming,0,0,0,1,0
711,ARG,2016,Tennis,0,0,0,2,1
712,ARG,2016,Triathlon,0,0,0,1,0
713,ARG,2016,Volleyball,0,0,0,2,0
714,ARG,2016,Weightlifting,0,0,0,1,0
715,ARG,2016,Wrestling,0,0,0,2,0
716,ARG,2020,Artistic Gymnastics,0,0,0,5,0
717,ARG,2020,Athletics,0,0,0,4,0
718,ARG,2020,Basketball,0,0,0,1,0
719,ARG,2020,Beach Volleyball,0,0,0,2,0
720,ARG,2020,Boxing,0,0,0,5,0
721,ARG,2020,Canoe Slalom,0,0,0,1,0
722,ARG,2020,Canoe Sprint,0,0,0,4,0
723,ARG,2020,Cycling BMX Racing,0,0,0,1,0
724,ARG,2020,Cycling Mountain Bike,0,0,0,1,0
725,ARG,2020,Cycling Road,0,0,0,1,0
726,ARG,2020,Equestrian,0,0,0,2,0
727,ARG,2020,Fencing,0,0,0,1,0
728,ARG,2020,Football,0,0,0,1,0
729,ARG,2020,Golf,0,0,0,1,0
730,ARG,2020,Handball,0,0,0,1,0
731,ARG,2020,Hockey,0,0,0,1,1
732,ARG,2020,Judo,0,0,0,2,0
733,ARG,2020,Marathon Swimming,0,0,0,1,0
734,ARG,2020,Modern Pentathlon,0,0,0,1,0
735,ARG,2020,Rowing,0,0,0,1,0
736,ARG,2020,Rugby Sevens,0,1,0,0,0
737,ARG,2020,Sailing,0,0,0,8,0
738,ARG,2020,Shooting,0,0,0,6,0
739,ARG,2020,Surfing,0,0,0,1,0
740,ARG,2020,Swimming,0,0,0,7,0
741,ARG,2020,Table Tennis,0,0,0,1,0
742,ARG,2020,Taekwondo,0,0,0,1,0
743,ARG,2020,Tennis,0,0,0,4,0
744,ARG,2020,Triathlon,0,0,0,1,0
745,ARG,2020,Volleyball,0,1,0,1,0
746,ARG,2020,Wrestling,0,0,0,1,0
747,ARG,2024,Archery,0,0,0,1,0
748,ARG,2024,Athletics,0,0,0,5,0
749,ARG,2024,Canoe Sprint,0,0,0,2,0
750,ARG,2024,Cycling BMX Freestyle,0,0,1,0,0
751,ARG,2024,Cycling BMX Racing,0,0,0,1,0
752,ARG,2024,Cycling Road,0,0,0,1,0
753,ARG,2024,Equestrian,0,0,0,1,0
754,ARG,2024,Fencing,0,0,0,1,0
755,ARG,2024,Football,0,0,0,1,0
756,ARG,2024,Golf,0,0,0,1,0
757,ARG,2024,Handball,0,0,0,1,0
758,ARG,2024,Hockey,0,1,0,1,0
759,ARG,2024,Judo,0,0,0,1,0
760,ARG,2024,Modern Pentathlon,0,0,0,1,0
761,ARG,2024,Rowing,0,0,0,2,0
762,ARG,2024,Rugby Sevens,0,0,0,1,0
763,ARG,2024,Sailing,0,0,0,5,1
764,ARG,2024,Shooting,0,0,0,4,0
765,ARG,2024,Skateboarding,0,0,0,1,0
766,ARG,2024,Swimming,0,0,0,5,0
767,ARG,2024,Table Tennis,0,0,0,1,0
768,ARG,2024,Taekwondo,0,0,0,1,0
769,ARG,2024,Tennis,0,0,0,5,0
770,ARG,2024,Triathlon,0,0,0,1,0
771,ARG,2024,Volleyball,0,0,0,1,0
772,ARM,1996,Athletics,0,0,0,2,0
773,ARM,1996,Boxing,0,0,0,4,0
774,ARM,1996,Cycling,0,0,0,2,0
775,ARM,1996,Diving,0,0,0,2,0
776,ARM,1996,Gymnastics,0,0,0,7,0
777,ARM,1996,Judo,0,0,0,1,0
778,ARM,1996,Shooting,0,0,0,3,0
779,ARM,1996,Swimming,0,0,0,1,0
780,ARM,1996,Tennis,0,0,0,1,0
781,ARM,1996,Weightlifting,0,0,0,8,0
782,ARM,1996,Wrestling,0,0,2,7,2
783,ARM,2000,Athletics,0,0,0,3,0
784,ARM,2000,Boxing,0,0,0,3,0
785,ARM,2000,Canoeing,0,0,0,3,0
786,ARM,2000,Diving,0,0,0,1,0
787,ARM,2000,Judo,0,0,0,1,0
788,ARM,2000,Shooting,0,0,0,3,0
789,ARM,2000,Swimming,0,0,0,2,0
790,ARM,2000,Tennis,0,0,0,1,0
791,ARM,2000,Weightlifting,0,1,0,3,0
792,ARM,2000,Wrestling,0,0,0,8,0
793,ARM,2004,Athletics,0,0,0,2,0
794,ARM,2004,Boxing,0,0,0,1,0
795,ARM,2004,Judo,0,0,0,1,0
796,ARM,2004,Shooting,0,0,0,4,0
797,ARM,2004,Swimming,0,0,0,1,0
798,ARM,2004,Tennis,0,0,0,1,0
799,ARM,2004,Weightlifting,0,0,0,4,0
800,ARM,2004,Wrestling,0,0,0,7,0
801,ARM,2008,Athletics,0,0,0,2,0
802,ARM,2008,Boxing,0,1,0,3,0
803,ARM,2008,Judo,0,0,0,2,0
804,ARM,2008,Shooting,0,0,0,4,0
805,ARM,2008,Swimming,0,0,0,1,0
806,ARM,2008,Weightlifting,0,3,0,3,0
807,ARM,2008,Wrestling,0,3,0,6,0
808,ARM,2012,Athletics,0,0,0,3,0
809,ARM,2012,Boxing,0,0,0,1,0
810,ARM,2012,Gymnastics,0,0,0,7,0
811,ARM,2012,Judo,0,0,0,2,0
812,ARM,2012,Shooting,0,0,0,4,0
813,ARM,2012,Swimming,0,0,0,2,0
814,ARM,2012,Taekwondo,0,0,0,1,0
815,ARM,2012,Weightlifting,0,1,0,4,0
816,ARM,2012,Wrestling,0,2,0,6,2
817,ARM,2016,Athletics,0,0,0,4,0
818,ARM,2016,Boxing,0,0,0,5,0
819,ARM,2016,Gymnastics,0,0,0,6,0
820,ARM,2016,Judo,0,0,0,1,0
821,ARM,2016,Shooting,0,0,0,2,0
822,ARM,2016,Swimming,0,0,0,1,0
823,ARM,2016,Weightlifting,0,0,0,5,2
824,ARM,2016,Wrestling,0,0,2,8,2
825,ARM,2020,Artistic Gymnastics,0,1,0,1,0
826,ARM,2020,Athletics,0,0,0,1,0
827,ARM,2020,Boxing,0,1,0,2,0
828,ARM,2020,Judo,0,0,0,1,0
829,ARM,2020,Shooting,0,0,0,1,0
830,ARM,2020,Swimming,0,0,0,3,0
831,ARM,2020,Weightlifting,0,0,0,1,1
832,ARM,2020,Wrestling,0,0,0,5,1
833,ARM,2024,Artistic Gymnastics,0,0,0,2,1
834,ARM,2024,Athletics,0,0,0,1,0
835,ARM,2024,Boxing,0,0,0,1,0
836,ARM,2024,Shooting,0,0,0,1,0
837,ARM,2024,Swimming,0,0,0,2,0
838,ARM,2024,Weightlifting,0,0,0,2,1
839,ARM,2024,Wrestling,0,1,0,3,1
840,ARU,1988,Athletics,0,0,0,3,0
841,ARU,1988,Boxing,0,0,0,2,0
842,ARU,1988,Fencing,0,0,0,3,0
843,ARU,1988,Judo,0,0,0,1,0
844,ARU,1988,Synchronized Swimming,0,0,0,2,0
845,ARU,1992,Athletics,0,0,0,2,0
846,ARU,1992,Cycling,0,0,0,2,0
847,ARU,1992,Sailing,0,0,0,1,0
848,ARU,1996,Athletics,0,0,0,1,0
849,ARU,1996,Cycling,0,0,0,2,0
850,ARU,1996,Weightlifting,0,0,0,1,0
851,ARU,2000,Athletics,0,0,0,2,0
852,ARU,2000,Judo,0,0,0,1,0
853,ARU,2000,Swimming,0,0,0,2,0
854,ARU,2004,Athletics,0,0,0,1,0
855,ARU,2004,Swimming,0,0,0,2,0
856,ARU,2004,Weightlifting,0,0,0,1,0
857,ARU,2008,Judo,0,0,0,1,0
858,ARU,2008,Swimming,0,0,0,1,0
859,ARU,2012,Judo,0,0,0,1,0
860,ARU,2012,Swimming,0,0,0,2,0
861,ARU,2012,Weightlifting,0,0,0,1,0
862,ARU,2016,Judo,0,0,0,1,0
863,ARU,2016,Sailing,0,0,0,2,0
864,ARU,2016,Swimming,0,0,0,2,0
865,ARU,2016,Taekwondo,0,0,0,1,0
866,ARU,2020,Shooting,0,0,0,1,0
867,ARU,2020,Swimming,0,0,0,3,0
868,ARU,2024,Cycling BMX Racing,0,0,0,1,0
869,ARU,2024,Sailing,0,0,0,2,0
870,ARU,2024,Shooting,0,0,0,1,0
871,ARU,2024,Swimming,0,0,0,3,0
872,ASA,1988,Athletics,0,0,0,1,0
873,ASA,1988,Boxing,0,0,0,2,0
874,ASA,1988,Weightlifting,0,0,0,2,0
875,ASA,1988,Wrestling,0,0,0,2,0
876,ASA,1992,Boxing,0,0,0,2,0
877,ASA,1992,Weightlifting,0,0,0,1,0
878,ASA,1996,Athletics,0,0,0,2,0
879,ASA,1996,Boxing,0,0,0,1,0
880,ASA,1996,Sailing,0,0,0,1,0
881,ASA,1996,Weightlifting,0,0,0,1,0
882,ASA,1996,Wrestling,0,0,0,2,0
883,ASA,2000,Archery,0,0,0,1,0
884,ASA,2000,Athletics,0,0,0,2,0
885,ASA,2000,Weightlifting,0,0,0,1,0
886,ASA,2004,Athletics,0,0,0,2,0
887,ASA,2004,Weightlifting,0,0,0,1,0
888,ASA,2008,Athletics,0,0,0,1,0
889,ASA,2008,Judo,0,0,0,1,0
890,ASA,2008,Swimming,0,0,0,2,0
891,ASA,2012,Athletics,0,0,0,1,0
892,ASA,2012,Judo,0,0,0,1,0
893,ASA,2012,Swimming,0,0,0,2,0
894,ASA,2016,Athletics,0,0,0,2,0
895,ASA,2016,Judo,0,0,0,1,0
896,ASA,2016,Weightlifting,0,0,0,1,0
897,ASA,2020,Athletics,0,0,0,1,0
898,ASA,2020,Sailing,0,0,0,1,0
899,ASA,2020,Swimming,0,0,0,2,0
900,ASA,2020,Weightlifting,0,0,0,1,0
901,ASA,2024,Athletics,0,0,0,1,0
902,ASA,2024,Swimming,0,0,0,1,0
903,AUS,1896,Athletics,0,0,2,1,0
904,AUS,1896,Tennis,0,1,0,1,0
905,AUS,1900,Athletics,0,3,2,0,0
906,AUS,1900,Swimming,0,0,2,0,0
907,AUS,1904,Athletics,0,0,0,2,0
908,AUS,1904,Swimming,0,1,0,0,3
909,AUS,1906,Athletics,0,2,0,4,0
910,AUS,1906,Swimming,0,1,0,2,0
911,AUS,1920,Athletics,0,0,0,7,1
912,AUS,1920,Cycling,0,0,0,2,0
913,AUS,1920,Diving,0,0,0,1,0
914,AUS,1920,Swimming,0,1,0,5,1
915,AUS,1920,Tennis,0,0,0,1,0
916,AUS,1924,Art Competitions,0,0,0,1,0
917,AUS,1924,Athletics,0,0,1,11,0
918,AUS,1924,Boxing,0,0,0,3,0
919,AUS,1924,Cycling,0,0,0,4,0
920,AUS,1924,Diving,0,0,1,1,0
921,AUS,1924,Rowing,0,0,0,2,0
922,AUS,1924,Swimming,0,2,1,4,1
923,AUS,1924,Tennis,0,0,0,2,0
924,AUS,1924,Wrestling,0,0,0,2,0
925,AUS,1928,Athletics,0,0,0,11,0
926,AUS,1928,Cycling,0,1,0,1,0
927,AUS,1928,Diving,0,0,0,2,0
928,AUS,1928,Rowing,0,0,1,0,0
929,AUS,1928,Swimming,0,0,0,5,2
930,AUS,1928,Wrestling,0,0,0,4,0
931,AUS,1932,Art Competitions,0,0,0,2,0
932,AUS,1932,Athletics,0,0,0,5,0
933,AUS,1932,Cycling,0,0,1,1,0
934,AUS,1932,Rowing,0,0,1,0,0
935,AUS,1932,Swimming,0,0,1,5,1
936,AUS,1932,Wrestling,0,2,0,0,0
937,AUS,1936,Athletics,0,1,0,7,0
938,AUS,1936,Boxing,0,0,0,3,0
939,AUS,1936,Cycling,0,0,0,4,0
940,AUS,1936,Diving,0,0,0,2,0
941,AUS,1936,Rowing,0,0,0,3,0
942,AUS,1936,Swimming,0,0,0,5,0
943,AUS,1936,Wrestling,0,0,0,4,0
944,AUS,1948,Athletics,0,2,1,12,3
945,AUS,1948,Boxing,0,0,0,7,0
946,AUS,1948,Cycling,0,0,0,7,0
947,AUS,1948,Diving,0,0,0,1,0
948,AUS,1948,Rowing,0,0,1,2,0
949,AUS,1948,Sailing,0,0,0,2,0
950,AUS,1948,Shooting,0,0,0,6,0
951,AUS,1948,Swimming,0,2,0,7,2
952,AUS,1948,Water Polo,0,0,0,1,0
953,AUS,1948,Weightlifting,0,0,0,2,0
954,AUS,1948,Wrestling,0,2,0,3,2
955,AUS,1952,Athletics,0,1,3,21,0
956,AUS,1952,Boxing,0,0,0,5,0
957,AUS,1952,Cycling,0,0,3,5,1
958,AUS,1952,Diving,0,0,0,2,0
959,AUS,1952,Fencing,0,0,0,6,0
960,AUS,1952,Modern Pentathlon,0,0,0,1,0
961,AUS,1952,Rowing,0,1,0,2,1
962,AUS,1952,Sailing,0,0,0,3,0
963,AUS,1952,Swimming,0,0,1,9,0
964,AUS,1952,Water Polo,0,0,0,1,0
965,AUS,1952,Weightlifting,0,1,0,2,0
966,AUS,1952,Wrestling,0,0,0,5,0
967,AUS,1956,Athletics,1,6,4,31,2
968,AUS,1956,Basketball,1,0,0,1,0
969,AUS,1956,Boxing,1,1,0,8,0
970,AUS,1956,Canoeing,1,2,0,8,0
971,AUS,1956,Cycling,1,1,2,6,0
972,AUS,1956,Diving,1,0,0,4,0
973,AUS,1956,Equestrianism,1,0,0,4,0
974,AUS,1956,Fencing,1,0,0,6,0
975,AUS,1956,Football,1,0,0,1,0
976,AUS,1956,Gymnastics,1,0,0,13,0
977,AUS,1956,Hockey,1,0,0,1,0
978,AUS,1956,Modern Pentathlon,1,0,0,2,0
979,AUS,1956,Rowing,1,2,0,4,1
980,AUS,1956,Sailing,1,1,0,3,1
981,AUS,1956,Shooting,1,0,0,12,0
982,AUS,1956,Swimming,1,2,8,9,4
983,AUS,1956,Water Polo,1,0,0,1,0
984,AUS,1956,Weightlifting,1,0,0,6,0
985,AUS,1956,Wrestling,1,0,0,10,0
986,AUS,1960,Athletics,0,1,1,24,2
987,AUS,1960,Boxing,0,2,0,8,0
988,AUS,1960,Canoeing,0,0,0,8,0
989,AUS,1960,Cycling,0,0,0,9,0
990,AUS,1960,Diving,0,0,0,4,0
991,AUS,1960,Equestrianism,0,0,3,2,2
992,AUS,1960,Fencing,0,0,0,6,0
993,AUS,1960,Gymnastics,0,0,0,12,0
994,AUS,1960,Hockey,0,0,0,1,0
995,AUS,1960,Modern Pentathlon,0,0,0,2,0
996,AUS,1960,Rowing,0,0,0,6,0
997,AUS,1960,Sailing,0,0,0,5,0
998,AUS,1960,Shooting,0,0,0,9,0
999,AUS,1960,Swimming,0,3,5,8,5
1000,AUS,1960,Water Polo,0,0,0,1,0
1001,AUS,1960,Weightlifting,0,0,0,5,0
1002,AUS,1960,Wrestling,0,0,0,10,0
1003,AUS,1964,Athletics,0,4,1,25,1
1004,AUS,1964,Basketball,0,0,0,1,0
1005,AUS,1964,Boxing,0,0,0,10,0
1006,AUS,1964,Canoeing,0,0,0,8,0
1007,AUS,1964,Cycling,0,0,0,9,0
1008,AUS,1964,Diving,0,0,0,2,0
1009,AUS,1964,Equestrianism,0,0,0,4,0
1010,AUS,1964,Fencing,0,0,0,6,0
1011,AUS,1964,Gymnastics,0,0,0,14,0
1012,AUS,1964,Hockey,0,1,0,0,0
1013,AUS,1964,Judo,0,1,0,2,0
1014,AUS,1964,Modern Pentathlon,0,0,0,2,0
1015,AUS,1964,Rowing,0,0,0,7,0
1016,AUS,1964,Sailing,0,0,1,4,0
1017,AUS,1964,Shooting,0,0,0,7,0
1018,AUS,1964,Swimming,0,4,4,15,1
1019,AUS,1964,Water Polo,0,0,0,1,0
1020,AUS,1964,Weightlifting,0,0,0,6,0
1021,AUS,1964,Wrestling,0,0,0,9,0
1022,AUS,1968,Athletics,0,1,2,19,3
1023,AUS,1968,Boxing,0,0,0,4,0
1024,AUS,1968,Canoeing,0,0,0,4,0
1025,AUS,1968,Cycling,0,0,0,9,0
1026,AUS,1968,Diving,0,0,0,4,0
1027,AUS,1968,Equestrianism,0,2,0,4,0
1028,AUS,1968,Fencing,0,0,0,4,0
1029,AUS,1968,Gymnastics,0,0,0,12,0
1030,AUS,1968,Hockey,0,0,0,0,1
1031,AUS,1968,Modern Pentathlon,0,0,0,2,0
1032,AUS,1968,Rowing,0,0,0,1,1
1033,AUS,1968,Sailing,0,0,0,5,0
1034,AUS,1968,Shooting,0,0,0,6,0
1035,AUS,1968,Swimming,0,3,3,26,2
1036,AUS,1968,Weightlifting,0,0,0,2,0
1037,AUS,1968,Wrestling,0,0,0,5,0
1038,AUS,1972,Archery,0,0,0,2,0
1039,AUS,1972,Athletics,0,0,0,20,2
1040,AUS,1972,Basketball,0,0,0,1,0
1041,AUS,1972,Boxing,0,0,0,4,0
1042,AUS,1972,Canoeing,0,0,0,4,0
1043,AUS,1972,Cycling,0,0,0,6,4
1044,AUS,1972,Diving,0,0,0,4,0
1045,AUS,1972,Equestrianism,0,0,0,3,0
1046,AUS,1972,Fencing,0,0,0,3,0
1047,AUS,1972,Gymnastics,0,0,0,12,0
1048,AUS,1972,Hockey,0,0,0,1,0
1049,AUS,1972,Judo,0,0,0,5,0
1050,AUS,1972,Modern Pentathlon,0,0,0,1,0
1051,AUS,1972,Rowing,0,0,0,3,0
1052,AUS,1972,Sailing,0,0,2,4,0
1053,AUS,1972,Shooting,0,0,0,6,0
1054,AUS,1972,Swimming,0,2,6,29,2
1055,AUS,1972,Water Polo,0,0,0,1,0
1056,AUS,1972,Weightlifting,0,0,0,3,0
1057,AUS,1972,Wrestling,0,0,0,4,0
1058,AUS,1976,Archery,0,0,0,2,0
1059,AUS,1976,Athletics,0,0,0,23,0
1060,AUS,1976,Basketball,0,0,0,1,0
1061,AUS,1976,Boxing,0,0,0,4,0
1062,AUS,1976,Canoeing,0,0,0,5,0
1063,AUS,1976,Cycling,0,0,0,8,0
1064,AUS,1976,Diving,0,0,0,4,0
1065,AUS,1976,Equestrianism,0,2,0,4,0
1066,AUS,1976,Fencing,0,0,0,4,0
1067,AUS,1976,Gymnastics,0,0,0,12,0
1068,AUS,1976,Hockey,0,0,0,0,1
1069,AUS,1976,Judo,0,0,0,3,0
1070,AUS,1976,Modern Pentathlon,0,0,0,1,0
1071,AUS,1976,Rowing,0,0,0,3,0
1072,AUS,1976,Sailing,0,2,0,4,0
1073,AUS,1976,Shooting,0,0,0,8,0
1074,AUS,1976,Swimming,0,1,0,26,0
1075,AUS,1976,Water Polo,0,0,0,1,0
1076,AUS,1976,Weightlifting,0,0,0,3,0
1077,AUS,1976,Wrestling,0,0,0,4,0
1078,AUS,1980,Archery,0,0,0,2,0
1079,AUS,1980,Athletics,0,0,0,16,1
1080,AUS,1980,Basketball,0,0,0,1,0
1081,AUS,1980,Boxing,0,0,0,2,0
1082,AUS,1980,Canoeing,0,0,0,5,2
1083,AUS,1980,Cycling,0,0,0,8,0
1084,AUS,1980,Diving,0,0,0,4,0
1085,AUS,1980,Fencing,0,0,0,4,0
1086,AUS,1980,Gymnastics,0,0,0,12,0
1087,AUS,1980,Judo,0,0,0,3,0
1088,AUS,1980,Modern Pentathlon,0,0,0,1,0
1089,AUS,1980,Rowing,0,0,0,3,0
1090,AUS,1980,Shooting,0,0,0,3,0
1091,AUS,1980,Swimming,0,5,2,22,0
1092,AUS,1980,Water Polo,0,0,0,1,0
1093,AUS,1980,Weightlifting,0,0,0,5,0
1094,AUS,1980,Wrestling,0,0,0,4,0
1095,AUS,1984,Archery,0,0,0,2,0
1096,AUS,1984,Athletics,0,1,1,21,1
1097,AUS,1984,Basketball,0,0,0,2,0
1098,AUS,1984,Boxing,0,0,0,5,0
1099,AUS,1984,Canoeing,0,2,0,6,0
1100,AUS,1984,Cycling,0,0,2,8,0
1101,AUS,1984,Diving,0,0,0,4,0
1102,AUS,1984,Equestrianism,0,0,0,5,0
1103,AUS,1984,Fencing,0,0,0,3,0
1104,AUS,1984,Gymnastics,0,0,0,12,0
1105,AUS,1984,Hockey,0,0,0,2,0
1106,AUS,1984,Judo,0,0,0,3,0
1107,AUS,1984,Modern Pentathlon,0,0,0,2,0
1108,AUS,1984,Rhythmic Gymnastics,0,0,0,1,0
1109,AUS,1984,Rowing,0,2,0,3,1
1110,AUS,1984,Sailing,0,1,0,6,0
1111,AUS,1984,Shooting,0,2,0,11,0
1112,AUS,1984,Swimming,0,6,1,25,5
1113,AUS,1984,Synchronized Swimming,0,0,0,2,0
1114,AUS,1984,Water Polo,0,0,0,1,0
1115,AUS,1984,Weightlifting,0,0,1,2,1
1116,AUS,1984,Wrestling,0,0,0,4,0
1117,AUS,1988,Archery,0,0,0,2,0
1118,AUS,1988,Athletics,0,0,1,23,1
1119,AUS,1988,Basketball,0,0,0,2,0
1120,AUS,1988,Boxing,0,0,0,3,1
1121,AUS,1988,Canoeing,0,2,0,5,2
1122,AUS,1988,Cycling,0,3,0,6,3
1123,AUS,1988,Diving,0,0,0,4,0
1124,AUS,1988,Equestrianism,0,0,0,5,0
1125,AUS,1988,Fencing,0,0,0,4,0
1126,AUS,1988,Football,0,0,0,1,0
1127,AUS,1988,Gymnastics,0,0,0,12,0
1128,AUS,1988,Hockey,0,0,1,1,0
1129,AUS,1988,Judo,0,0,0,3,0
1130,AUS,1988,Modern Pentathlon,0,0,0,1,0
1131,AUS,1988,Rowing,0,0,0,4,0
1132,AUS,1988,Sailing,0,0,0,7,0
1133,AUS,1988,Shooting,0,0,0,16,0
