,NOC,Gold,Silver,Bronze,Total,Year,Past_Gold,Past_Silver,Past_Bronze,Past_Total,Events_Count,Sports_Count,isHoster
1247,JPN,27,14,17,58,2020,12.0,8.0,21.0,41.0,787.0,787.0,0.0
1248,GBR,22,20,22,64,2020,27.0,23.0,17.0,67.0,548.0,548.0,0.0
1249,RUS,20,28,23,71,2020,19.0,17.0,20.0,56.0,561.0,561.0,0.0
1250,AUS,17,7,22,46,2020,8.0,11.0,10.0,29.0,638.0,638.0,0.0
1251,NED,10,12,14,36,2020,8.0,7.0,4.0,19.0,391.0,391.0,0.0
1252,FRA,10,12,11,33,2020,10.0,18.0,14.0,42.0,538.0,538.0,0.0
1253,GER,10,11,16,37,2020,17.0,10.0,15.0,42.0,597.0,597.0,0.0
1254,ITA,10,10,20,40,2020,8.0,12.0,8.0,28.0,524.0,524.0,0.0
1255,CAN,7,7,10,24,2020,4.0,3.0,15.0,22.0,509.0,509.0,0.0
1256,BRA,7,6,8,21,2020,7.0,6.0,6.0,19.0,416.0,416.0,0.0
1257,NZL,7,6,7,20,2020,4.0,9.0,5.0,18.0,279.0,279.0,0.0
1258,CUB,7,3,5,15,2020,5.0,2.0,4.0,11.0,82.0,82.0,0.0
1259,HUN,6,7,7,20,2020,8.0,3.0,4.0,15.0,237.0,237.0,0.0
1260,KOR,6,4,10,20,2020,9.0,3.0,9.0,21.0,338.0,338.0,0.0
1261,POL,4,5,5,14,2020,2.0,3.0,6.0,11.0,282.0,282.0,0.0
1262,CZE,4,4,3,11,2020,1.0,2.0,7.0,10.0,151.0,151.0,0.0
1263,KEN,4,4,2,10,2020,6.0,6.0,1.0,13.0,89.0,89.0,0.0
1264,NOR,4,2,2,8,2020,0.0,0.0,4.0,4.0,112.0,112.0,0.0
1265,JAM,4,1,4,9,2020,6.0,3.0,2.0,11.0,87.0,87.0,0.0
1266,ESP,3,8,6,17,2020,7.0,4.0,6.0,17.0,429.0,429.0,0.0
1267,SWE,3,6,0,9,2020,2.0,6.0,3.0,11.0,173.0,173.0,0.0
1268,SUI,3,4,6,13,2020,3.0,2.0,2.0,7.0,196.0,196.0,0.0
1269,DEN,3,4,4,11,2020,2.0,6.0,7.0,15.0,138.0,138.0,0.0
1270,CRO,3,3,2,8,2020,5.0,3.0,2.0,10.0,74.0,74.0,0.0
1271,IRI,3,2,2,7,2020,3.0,1.0,4.0,8.0,76.0,76.0,0.0
1272,SRB,3,1,5,9,2020,2.0,4.0,2.0,8.0,110.0,110.0,0.0
1273,BEL,3,1,3,7,2020,2.0,2.0,2.0,6.0,185.0,185.0,0.0
1274,BUL,3,1,2,6,2020,0.0,1.0,2.0,3.0,56.0,56.0,0.0
1275,SLO,3,1,1,5,2020,1.0,2.0,1.0,4.0,64.0,64.0,0.0
1276,UZB,3,0,2,5,2020,4.0,2.0,7.0,13.0,85.0,85.0,0.0
1277,GEO,2,5,1,8,2020,2.0,1.0,4.0,7.0,36.0,36.0,0.0
1278,TPE,2,4,6,12,2020,1.0,0.0,2.0,3.0,117.0,117.0,0.0
1279,TUR,2,2,9,13,2020,1.0,3.0,4.0,8.0,139.0,139.0,0.0
1280,GRE,2,1,1,4,2020,3.0,1.0,2.0,6.0,100.0,100.0,0.0
1281,UGA,2,1,1,4,2020,1.0,0.0,0.0,1.0,28.0,28.0,0.0
1282,ECU,2,1,0,3,2020,0.0,1.0,0.0,1.0,52.0,52.0,0.0
1283,IRL,2,0,2,4,2020,0.0,2.0,0.0,2.0,150.0,150.0,0.0
1284,ISR,2,0,2,4,2020,0.0,0.0,2.0,2.0,128.0,128.0,0.0
1285,QAT,2,0,1,3,2020,0.0,1.0,0.0,1.0,17.0,17.0,0.0
1286,BAH,2,0,0,2,2020,1.0,0.0,1.0,2.0,22.0,22.0,0.0
1287,KOS,2,0,0,2,2020,1.0,0.0,0.0,1.0,11.0,11.0,0.0
1288,UKR,1,6,12,19,2020,2.0,5.0,4.0,11.0,225.0,225.0,0.0
1289,BLR,1,3,3,7,2020,1.0,4.0,4.0,9.0,137.0,137.0,0.0
1290,ROU,1,3,0,4,2020,1.0,1.0,2.0,4.0,119.0,119.0,0.0
1291,VEN,1,3,0,4,2020,0.0,2.0,1.0,3.0,47.0,47.0,0.0
1292,IND,1,2,4,7,2020,0.0,1.0,1.0,2.0,151.0,151.0,0.0
1293,HKG,1,2,3,6,2020,0.0,0.0,1.0,1.0,65.0,65.0,0.0
1294,PHI,1,2,1,4,2020,0.0,1.0,0.0,1.0,27.0,27.0,0.0
1295,SVK,1,2,1,4,2020,2.0,2.0,0.0,4.0,56.0,56.0,0.0
1296,RSA,1,2,0,3,2020,2.0,6.0,2.0,10.0,211.0,211.0,0.0
1297,AUT,1,1,5,7,2020,0.0,0.0,1.0,1.0,103.0,103.0,0.0
1298,EGY,1,1,4,6,2020,0.0,0.0,3.0,3.0,195.0,195.0,0.0
1299,INA,1,1,3,5,2020,1.0,2.0,0.0,3.0,35.0,35.0,0.0
1300,ETH,1,1,2,4,2020,1.0,2.0,5.0,8.0,38.0,38.0,0.0
1301,POR,1,1,2,4,2020,0.0,0.0,1.0,1.0,113.0,113.0,0.0
1302,TUN,1,1,0,2,2020,0.0,0.0,3.0,3.0,73.0,73.0,0.0
1303,EST,1,0,1,2,2020,0.0,0.0,1.0,1.0,42.0,42.0,0.0
1304,FIJ,1,0,1,2,2020,1.0,0.0,0.0,1.0,32.0,32.0,0.0
1305,LAT,1,0,1,2,2020,1.0,0.0,1.0,2.0,38.0,38.0,0.0
1306,THA,1,0,1,2,2020,2.0,2.0,2.0,6.0,48.0,48.0,0.0
1307,BER,1,0,0,1,2020,0.0,0.0,1.0,1.0,2.0,2.0,0.0
1308,MAR,1,0,0,1,2020,0.0,0.0,1.0,1.0,51.0,51.0,0.0
1309,PUR,1,0,0,1,2020,1.0,0.0,0.0,1.0,39.0,39.0,0.0
1310,COL,0,4,1,5,2020,3.0,2.0,3.0,8.0,77.0,77.0,0.0
1311,AZE,0,3,4,7,2020,1.0,7.0,10.0,18.0,55.0,55.0,0.0
1312,DOM,0,3,2,5,2020,0.0,0.0,1.0,1.0,69.0,69.0,0.0
1313,ARM,0,2,2,4,2020,1.0,3.0,0.0,4.0,19.0,19.0,0.0
1314,KGZ,0,2,1,3,2020,0.0,1.0,2.0,3.0,17.0,17.0,0.0
1315,MGL,0,1,3,4,2020,0.0,1.0,1.0,2.0,61.0,61.0,0.0
1316,ARG,0,1,2,3,2020,3.0,1.0,0.0,4.0,208.0,208.0,0.0
1317,SMR,0,1,2,3,2020,nan,nan,nan,nan,8.0,8.0,0.0
1318,JOR,0,1,1,2,2020,1.0,0.0,0.0,1.0,15.0,15.0,0.0
1319,MAS,0,1,1,2,2020,0.0,4.0,1.0,5.0,47.0,47.0,0.0
1320,NGR,0,1,1,2,2020,0.0,0.0,1.0,1.0,68.0,68.0,0.0
1321,BRN,0,1,0,1,2020,1.0,1.0,0.0,2.0,33.0,33.0,0.0
1322,KSA,0,1,0,1,2020,0.0,0.0,1.0,1.0,33.0,33.0,0.0
1323,LTU,0,1,0,1,2020,0.0,1.0,3.0,4.0,59.0,59.0,0.0
1324,NAM,0,1,0,1,2020,0.0,2.0,0.0,2.0,11.0,11.0,0.0
1325,MKD,0,1,0,1,2020,0.0,0.0,1.0,1.0,8.0,8.0,0.0
1326,TKM,0,1,0,1,2020,nan,nan,nan,nan,10.0,10.0,0.0
1327,KAZ,0,0,8,8,2020,2.0,5.0,10.0,17.0,116.0,116.0,0.0
1328,MEX,0,0,4,4,2020,0.0,3.0,2.0,5.0,196.0,196.0,0.0
1329,FIN,0,0,2,2,2020,0.0,0.0,1.0,1.0,49.0,49.0,0.0
1330,BOT,0,0,1,1,2020,0.0,1.0,0.0,1.0,16.0,16.0,0.0
1331,BUR,0,0,1,1,2020,nan,nan,nan,nan,8.0,8.0,0.0
1332,CIV,0,0,1,1,2020,1.0,0.0,1.0,2.0,32.0,32.0,0.0
1333,GHA,0,0,1,1,2020,0.0,0.0,1.0,1.0,16.0,16.0,0.0
1334,GRN,0,0,1,1,2020,0.0,1.0,0.0,1.0,6.0,6.0,0.0
1335,KUW,0,0,1,1,2020,0.0,0.0,1.0,1.0,10.0,10.0,0.0
1336,MDA,0,0,1,1,2020,0.0,0.0,1.0,1.0,26.0,26.0,0.0
1337,SYR,0,0,1,1,2020,0.0,0.0,1.0,1.0,6.0,6.0,0.0
1338,USA,40,44,42,126,2024,39.0,41.0,33.0,113.0,854.0,854.0,0.0
1339,CHN,40,27,24,91,2024,38.0,32.0,19.0,89.0,587.0,587.0,0.0
1340,JPN,20,12,13,45,2024,27.0,14.0,17.0,58.0,598.0,598.0,0.0
1341,AUS,18,19,16,53,2024,17.0,7.0,22.0,46.0,649.0,649.0,0.0
1342,FRA,16,26,22,64,2024,10.0,12.0,11.0,33.0,801.0,801.0,0.0
1343,NED,15,7,12,34,2024,10.0,12.0,14.0,36.0,449.0,449.0,0.0
1344,GBR,14,22,29,65,2024,22.0,20.0,22.0,64.0,533.0,533.0,0.0
1345,KOR,13,9,10,32,2024,6.0,4.0,10.0,20.0,248.0,248.0,0.0
1346,ITA,12,13,15,40,2024,10.0,10.0,20.0,40.0,610.0,610.0,0.0
1347,GER,12,13,8,33,2024,10.0,11.0,16.0,37.0,647.0,647.0,0.0
1348,NZL,10,7,3,20,2024,7.0,6.0,7.0,20.0,253.0,253.0,0.0
1349,CAN,9,7,11,27,2024,7.0,7.0,10.0,24.0,538.0,538.0,0.0
1350,UZB,8,2,3,13,2024,3.0,0.0,2.0,5.0,119.0,119.0,0.0
1351,HUN,6,7,6,19,2024,6.0,7.0,7.0,20.0,255.0,255.0,0.0
1352,ESP,5,4,9,18,2024,3.0,8.0,6.0,17.0,526.0,526.0,0.0
1353,SWE,4,4,3,11,2024,3.0,6.0,0.0,9.0,173.0,173.0,0.0
1354,KEN,4,2,5,11,2024,4.0,4.0,2.0,10.0,77.0,77.0,0.0
1355,NOR,4,1,3,8,2024,4.0,2.0,2.0,8.0,128.0,128.0,0.0
1356,IRL,4,0,3,7,2024,2.0,0.0,2.0,4.0,185.0,185.0,0.0
1357,BRA,3,7,10,20,2024,7.0,6.0,8.0,21.0,401.0,401.0,0.0
1358,IRI,3,6,3,12,2024,3.0,2.0,2.0,7.0,46.0,46.0,0.0
1359,UKR,3,5,4,12,2024,1.0,6.0,12.0,19.0,212.0,212.0,0.0
1360,ROU,3,4,2,9,2024,1.0,3.0,0.0,4.0,144.0,144.0,0.0
1361,GEO,3,3,1,7,2024,2.0,5.0,1.0,8.0,38.0,38.0,0.0
1362,BEL,3,1,6,10,2024,3.0,1.0,3.0,7.0,240.0,240.0,0.0
1363,BUL,3,1,3,7,2024,3.0,1.0,2.0,6.0,61.0,61.0,0.0
1364,SRB,3,1,1,5,2024,3.0,1.0,5.0,9.0,135.0,135.0,0.0
1365,CZE,3,0,2,5,2024,4.0,4.0,3.0,11.0,149.0,149.0,0.0
1366,DEN,2,2,5,9,2024,3.0,4.0,4.0,11.0,161.0,161.0,0.0
1367,AZE,2,2,3,7,2024,0.0,3.0,4.0,7.0,49.0,49.0,0.0
1368,CRO,2,2,3,7,2024,3.0,3.0,2.0,8.0,85.0,85.0,0.0
1369,CUB,2,1,6,9,2024,7.0,3.0,5.0,15.0,69.0,69.0,0.0
1370,BRN,2,1,1,4,2024,0.0,1.0,0.0,1.0,15.0,15.0,0.0
1371,SLO,2,1,0,3,2024,3.0,1.0,1.0,5.0,117.0,117.0,0.0
1372,TPE,2,0,5,7,2024,2.0,4.0,6.0,12.0,78.0,78.0,0.0
1373,AUT,2,0,3,5,2024,1.0,1.0,5.0,7.0,121.0,121.0,0.0
1374,HKG,2,0,2,4,2024,1.0,2.0,3.0,6.0,51.0,51.0,0.0
1375,PHI,2,0,2,4,2024,1.0,2.0,1.0,4.0,44.0,44.0,0.0
1376,ALG,2,0,1,3,2024,0.0,2.0,0.0,2.0,55.0,55.0,0.0
1377,INA,2,0,1,3,2024,1.0,1.0,3.0,5.0,36.0,36.0,0.0
1378,ISR,1,5,1,7,2024,2.0,0.0,2.0,4.0,138.0,138.0,0.0
1379,POL,1,4,5,10,2024,4.0,5.0,5.0,14.0,312.0,312.0,0.0
1380,KAZ,1,3,3,7,2024,0.0,0.0,8.0,8.0,123.0,123.0,0.0
1381,JAM,1,3,2,6,2024,4.0,1.0,4.0,9.0,81.0,81.0,0.0
1382,RSA,1,3,2,6,2024,1.0,2.0,0.0,3.0,161.0,161.0,0.0
1383,THA,1,3,2,6,2024,1.0,0.0,1.0,2.0,58.0,58.0,0.0
1384,ETH,1,3,0,4,2024,1.0,1.0,2.0,4.0,35.0,35.0,0.0
1385,SUI,1,2,5,8,2024,3.0,4.0,6.0,13.0,218.0,218.0,0.0
1386,ECU,1,2,2,5,2024,2.0,1.0,0.0,3.0,47.0,47.0,0.0
1387,POR,1,2,1,4,2024,1.0,1.0,2.0,4.0,95.0,95.0,0.0
1388,GRE,1,1,6,8,2024,2.0,1.0,1.0,4.0,126.0,126.0,0.0
1389,ARG,1,1,1,3,2024,0.0,1.0,2.0,3.0,154.0,154.0,0.0
1390,EGY,1,1,1,3,2024,1.0,1.0,4.0,6.0,207.0,207.0,0.0
1391,TUN,1,1,1,3,2024,1.0,1.0,0.0,2.0,31.0,31.0,0.0
1392,BOT,1,1,0,2,2024,0.0,0.0,1.0,1.0,19.0,19.0,0.0
1393,CHI,1,1,0,2,2024,0.0,1.0,0.0,1.0,52.0,52.0,0.0
1394,LCA,1,1,0,2,2024,nan,nan,nan,nan,5.0,5.0,0.0
1395,UGA,1,1,0,2,2024,2.0,1.0,1.0,4.0,27.0,27.0,0.0
1396,DOM,1,0,2,3,2024,0.0,3.0,2.0,5.0,64.0,64.0,0.0
1397,GUA,1,0,1,2,2024,0.0,1.0,0.0,1.0,16.0,16.0,0.0
1398,MAR,1,0,1,2,2024,1.0,0.0,0.0,1.0,63.0,63.0,0.0
1399,DMA,1,0,0,1,2024,nan,nan,nan,nan,4.0,4.0,0.0
1400,PAK,1,0,0,1,2024,0.0,0.0,1.0,1.0,10.0,10.0,0.0
1401,TUR,0,3,5,8,2024,2.0,2.0,9.0,13.0,165.0,165.0,0.0
1402,MEX,0,3,2,5,2024,0.0,0.0,4.0,4.0,155.0,155.0,0.0
1403,ARM,0,3,1,4,2024,0.0,2.0,2.0,4.0,17.0,17.0,0.0
1404,COL,0,3,1,4,2024,0.0,4.0,1.0,5.0,105.0,105.0,0.0
1405,KGZ,0,2,4,6,2024,0.0,2.0,1.0,3.0,17.0,17.0,0.0
1406,PRK,0,2,4,6,2024,2.0,3.0,2.0,7.0,18.0,18.0,0.0
1407,LTU,0,2,2,4,2024,0.0,1.0,0.0,1.0,63.0,63.0,0.0
1408,IND,0,1,5,6,2024,1.0,2.0,4.0,7.0,138.0,138.0,0.0
1409,MDA,0,1,3,4,2024,0.0,0.0,1.0,1.0,30.0,30.0,0.0
1410,KOS,0,1,1,2,2024,2.0,0.0,0.0,2.0,9.0,9.0,0.0
1411,CYP,0,1,0,1,2024,0.0,1.0,0.0,1.0,23.0,23.0,0.0
1412,FIJ,0,1,0,1,2024,1.0,0.0,1.0,2.0,36.0,36.0,0.0
1413,JOR,0,1,0,1,2024,0.0,1.0,1.0,2.0,13.0,13.0,0.0
1414,MGL,0,1,0,1,2024,0.0,1.0,3.0,4.0,48.0,48.0,0.0
1415,PAN,0,1,0,1,2024,1.0,0.0,0.0,1.0,13.0,13.0,0.0
1416,TJK,0,0,3,3,2024,1.0,0.0,0.0,1.0,14.0,14.0,0.0
1417,ALB,0,0,2,2,2024,nan,nan,nan,nan,9.0,9.0,0.0
1418,GRN,0,0,2,2,2024,0.0,0.0,1.0,1.0,6.0,6.0,0.0
1419,MAS,0,0,2,2,2024,0.0,1.0,1.0,2.0,32.0,32.0,0.0
1420,PUR,0,0,2,2,2024,1.0,0.0,0.0,1.0,53.0,53.0,0.0
1421,CIV,0,0,1,1,2024,0.0,0.0,1.0,1.0,18.0,18.0,0.0
1422,CPV,0,0,1,1,2024,nan,nan,nan,nan,7.0,7.0,0.0
1423,EOR,0,0,1,1,2024,nan,nan,nan,nan,44.0,44.0,0.0
1424,PER,0,0,1,1,2024,0.0,1.0,0.0,1.0,32.0,32.0,0.0
1425,QAT,0,0,1,1,2024,2.0,0.0,1.0,3.0,13.0,13.0,0.0
1426,SGP,0,0,1,1,2024,1.0,0.0,0.0,1.0,32.0,32.0,0.0
1427,SVK,0,0,1,1,2024,1.0,2.0,1.0,4.0,38.0,38.0,0.0
1428,ZAM,0,0,1,1,2024,0.0,1.0,0.0,1.0,32.0,32.0,0.0
